Class	Initial_GID	Initial_SRC	Compiled_SRC	First_Year_URN_correctedRelease	Final_GID	Pedigree	FINAL_GID_GENO_MATCH	If_Genotyped	First_Year_URN	decade
URN_Post68	ND716	NDSU	ND	1999	ALSEN	ND674/ND2710/ND688	ALSEN	YES	1999	1990s
URN_Post68	ND724	NDSU	ND	1999	DAPPS	KITT/AMIDON//GRANDIN/STOA'S'	DAPPS	YES	1999	1990s
URN_Post68	N96-0144	Agripro	PRIVATE	1999	KNUDSON	KARL/KRONA//N90-0669	KNUDSON	YES	1999	1990s
URN_Post68	ND709-9	NDSU	ND	1999	ND709-9	ND2709/3/GRANDIN*3//RAMSEY/ND622	ND709-9	YES	1999	1990s
URN_Post68	ND721	NDSU	ND	1999	ND721	GRANDIN/3/IAS20*4/H567.71//AMIDON/4/ND674	ND721	YES	1999	1990s
URN_Post68	ND726	NDSU	ND	1999	ND726	SD8070/ND674	ND726	YES	1999	1990s
URN_Post68	SD3407	SDSU	SD	1999	SD3407	Composite	SD3407	YES	1999	1990s
URN_Post68	SD3414	SDSU	SD	1999	SD3414	Composite	SD3414	YES	1999	1990s
URN_Post68	SD3367	SDSU	SD	2000	BRIGGS	BW114/BERGEN//SD3097	BRIGGS	YES	2000	2000s
URN_Post68	N96-2444	Agripro	PRIVATE	2000	HANNA	N93-2424/AC DOMAIN	HANNA	YES	2000	2000s
URN_Post68	FA998-743	West.Pl.Br.	PRIVATE	2000	KEYSTONE	LARS/SHARPSHOOTER	KEYSTONE	YES	2000	2000s
URN_Post68	MN97073	USDA-MN	MN	2000	MN97073	MN91123/2370	MN97073	YES	2000	2000s
URN_Post68	MN97448	USDA-MN	MN	2000	MN97448	HJ98/SHARP	MN97448	YES	2000	2000s
URN_Post68	ND729	NDSU	ND	2000	ND729	KEENE/KULM	ND729	YES	2000	2000s
URN_Post68	SD3496	SDSU	SD	2000	SD3496	SGZ453/GUARD//SD3122/3/SD3056/SD3101	SD3496	YES	2000	2000s
URN_Post68	SD3506	SDSU	SD	2000	SD3506	BR14*2//NOBRE*2/TP/3/SD3120/4/SD8090	SD3506	YES	2000	2000s
URN_Post68	SD3522	SDSU	SD	2000	SD3522	2375/SD3080//SD8088	SD3522	YES	2000	2000s
URN_Post68	MN97803	USDA-MN	MN	2000	ULEN	MN92044/HJ98	ULEN	YES	2000	2000s
URN_Post68	WA007899	WA	WA	2001	MACON	K993146/OR487255 (HW00021)	MACON	YES	2001	2000s
URN_Post68	MN97063	USDA-MN	MN	2001	MN97063	Verde/M91152	MN97063	YES	2001	2000s
URN_Post68	ND740	NDSU	ND	2001	ND740	ND2831//Parshall/ND706	ND740	YES	2001	2000s
URN_Post68	ND742	NDSU	ND	2001	ND742	ND674//ND2710/ND688	ND742	YES	2001	2000s
URN_Post68	SD3540	SDSU	SD	2001	SD3540	Unknown	SD3540	YES	2001	2000s
URN_Post68	STEELE_ND	NDSU	ND	2001	STEELE-ND	NA	STEELE-ND	YES	2001	2000s
URN_Post68	MN97695-4	USDA-MN	MN	2002	MN97695-4	MN92387/SBE0303-23	MN97695-4	YES	2002	2000s
URN_Post68	MN98389-A	USDA-MN	MN	2002	MN98389-A	Oxen/McVey	MN98389-A	YES	2002	2000s
URN_Post68	ND739	NDSU	ND	2002	ND739	ND2831/Grandin	ND739	YES	2002	2000s
URN_Post68	ND744	NDSU	ND	2002	ND744	ND2831//Parshall/ND706	ND744	YES	2002	2000s
URN_Post68	ND749	NDSU	ND	2002	ND749	ND2709/3/Gr * 3//Ramsey/ND622/4/ND688/ND674	ND749	YES	2002	2000s
URN_Post68	ND750	NDSU	ND	2002	ND750	ND2891/ND721	ND750	YES	2002	2000s
URN_Post68	NDSW0246	NDSU	ND	2002	NDSW0246	Ernest//ND622/Keene	NDSW0246	YES	2002	2000s
URN_Post68	SD3533	SDSU	SD	2002	SD3533	ND671/SD8072	SD3533	YES	2002	2000s
URN_Post68	SD3623	SDSU	SD	2002	SD3623	SD3345/SD8089	SD3623	YES	2002	2000s
URN_Post68	SD3641	SDSU	SD	2002	SD3641	1318 316-1-2/N93-0136//SD3249	SD3641	YES	2002	2000s
URN_Post68	BZ_998-447W	West.Pl.Br.	PRIVATE	2003	BZ-998-447W	NA	BZ-998-447W	YES	2003	2000s
URN_Post68	GLENN	NDSU	ND	2003	GLENN	NA	GLENN	YES	2003	2000s
URN_Post68	ND800	NDSU	ND	2003	HOWARD	ND 741 SELN	HOWARD	YES	2003	2000s
URN_Post68	N99-0241	Agripro	PRIVATE	2003	N99-0241	N93-0090/Hamer	N99-0241	YES	2003	2000s
URN_Post68	ND751	NDSU	ND	2003	ND751	ND2709/3/GR*3//RAMSEY/ND622/4/ND688/ND674	ND751	YES	2003	2000s
URN_Post68	ND801	NDSU	ND	2003	ND801	ND2849/ND721	ND801	YES	2003	2000s
URN_Post68	RB07	USDA-MN	MN	2003	RB07	NA	RB07	YES	2003	2000s
URN_Post68	SD3618	SDSU	SD	2003	SD3618	SD8119/SD3236	SD3618	YES	2003	2000s
URN_Post68	SD3635	SDSU	SD	2003	SD3635	SD8070/SD3118//SD3225	SD3635	YES	2003	2000s
URN_Post68	WA007925	WA	WA	2003	WA007925	Spillman/WPB906R//Sunstar II	WA007925	YES	2003	2000s
URN_Post68	WA007931	WA	WA	2003	WA007931	PI591045/3/Tanager 'S'/Torim 73//Spillman	WA007931	YES	2003	2000s
URN_Post68	96S0404-03	Agripro	PRIVATE	2004	96S0404-03	Hamer//RHT21/Lars	96S0404-03	YES	2004	2000s
URN_Post68	97S0254-8-1	Agripro	PRIVATE	2004	97S0254-8-1	N94-0236/IVAN//VERDE	97S0254-8-1	YES	2004	2000s
URN_Post68	98S0051-1	Agripro	PRIVATE	2004	98S0051-1	N93-0243//CHISCAB#7/N93-0338	98S0051-1	YES	2004	2000s
URN_Post68	BW341	Canada	AAFC-CA	2004	BW341	AC Majestic/McKenzie	BW341	YES	2004	2000s
URN_Post68	BW346	Canada	AAFC-CA	2004	BW346	RL4802//(96MHN5295-1)BW174*2/Clark	BW346	YES	2004	2000s
URN_Post68	BW828	Canada	AAFC-CA	2004	BW828	8901-DL1C/BW688//BW691	BW828	YES	2004	2000s
URN_Post68	CA-901-580W	West.Pl.Br.	PRIVATE	2004	CA-901-580W	White Sharpshooter x Lars	CA-901-580W	YES	2004	2000s
URN_Post68	MN00261-4	UMN	MN	2004	CROMWELL	MN95286/MN94155//Verde	CROMWELL	YES	2004	2000s
URN_Post68	ES63	Canada	AAFC-CA	2004	ES63	RL4452/ES9        	ES63	YES	2004	2000s
URN_Post68	98S0127-06	Agripro	PRIVATE	2004	KUNTZ	N97-0214/3/N93-0338//SUMAI3/DALEN	KUNTZ	YES	2004	2000s
URN_Post68	MN01197	UMN	MN	2004	MN01197	Verde/MN97045	MN01197	YES	2004	2000s
URN_Post68	MN01333-A	UMN	MN	2004	MN01333-A	MN97008/MN97695	MN01333-A	YES	2004	2000s
URN_Post68	MT0249	MT	MT	2004	MT0249	Reeder/MT9433	MT0249	YES	2004	2000s
URN_Post68	NDSW0217	NDSU	ND	2004	NDSW0217	Sunstate/9734	NDSW0217	YES	2004	2000s
URN_Post68	NDSW0345	NDSU	ND	2004	NDSW0345	MT9904/Alsen	NDSW0345	YES	2004	2000s
URN_Post68	NDSW0347	NDSU	ND	2004	NDSW0347	Reeder//IDO560/9712	NDSW0347	YES	2004	2000s
URN_Post68	CA-902-701	West.Pl.Br.	PRIVATE	2004	RUSH	Keystone x Granite	RUSH	YES	2004	2000s
URN_Post68	SD3668	SDSU	SD	2004	SD3668	SD8089/SD8070	SD3668	YES	2004	2000s
URN_Post68	SD3746	SDSU	SD	2004	SD3746	SD93380/SD3335//OXEN	SD3746	YES	2004	2000s
URN_Post68	SD3747	SDSU	SD	2004	SD3747	SD93380/SD3335//OXEN	SD3747	YES	2004	2000s
URN_Post68	MN01311-A	UMN	MN	2004	TOM	97T-1003/Verde	TOM	YES	2004	2000s
URN_Post68	SD3687	SDSU	SD	2004	TRAVERSE	SD3305/KS91W005-1-4//SD8089	TRAVERSE	YES	2004	2000s
URN_Post68	VIDA	MT	MT	2004	VIDA	Scholar/Reeder	VIDA	YES	2004	2000s
URN_Post68	00H04*J3	Canada	AAFC-CA	2005	00H04J3	Mono 3B x FHB37	00H04J3	YES	2005	2000s
URN_Post68	99S0006-2	Agripro	PRIVATE	2005	99S0006-2	IVAN/FORGE	99S0006-2	YES	2005	2000s
URN_Post68	99S0051-3-1	Agripro	PRIVATE	2005	99S0051-3-1	IVAN/KANTO//GRANDIN	99S0051-3-1	YES	2005	2000s
URN_Post68	SD3851	SDSU	SD	2005	BRICK	ND 2897/SD3219//SD3414	BRICK	YES	2005	2000s
URN_Post68	BW361	Canada	AAFC-CA	2005	BW361	Augusta/HWAlpha//3*BW252	BW361	YES	2005	2000s
URN_Post68	BW364	Canada	AAFC-CA	2005	BW364	McKenzie*3//BW174*2/Clark	BW364	YES	2005	2000s
URN_Post68	BW367	Canada	AAFC-CA	2005	BW367	BW150*2//Tp/Tm/3/2*BW252/4/498A190/5/BW252	BW367	YES	2005	2000s
URN_Post68	BZ-999-592	West.Pl.Br.	PRIVATE	2005	BZ-999-592	McNeal x WB 906R	BZ-999-592	YES	2005	2000s
URN_Post68	CA-904-742	West.Pl.Br.	PRIVATE	2005	CA-904-742	Alsen x Keystone	CA-904-742	YES	2005	2000s
URN_Post68	CA-904-743	West.Pl.Br.	PRIVATE	2005	CA-904-743	Granite x Keystone	CA-904-743	YES	2005	2000s
URN_Post68	MN02072	UMN	MN	2005	MN02072	MN97695/MN97518	MN02072	YES	2005	2000s
URN_Post68	MN02252-A	UMN	MN	2005	MN02252-A	ND721/MN97448	MN02252-A	YES	2005	2000s
URN_Post68	MT0266	MT	MT	2005	MT0266	ND695/MT9755	MT0266	YES	2005	2000s
URN_Post68	ND03/1-13	NDSU	ND	2005	ND03_1-13	ND2831/FO.2808	ND03_1-13	YES	2005	2000s
URN_Post68	ND03/1-15	NDSU	ND	2005	ND03_1-15	PARSHALL/ND706	ND03_1-15	YES	2005	2000s
URN_Post68	ND03/1-9	NDSU	ND	2005	ND03_1-9	ND721/ND725	ND03_1-9	YES	2005	2000s
URN_Post68	ND04_3_18	NDSU	ND	2005	ND04_3-18	"ND 744 ""S"""	ND04_3-18	YES	2005	2000s
URN_Post68	ND04_3_19	NDSU	ND	2005	ND04_3-19	ND2857/3/KITT/AMIDON//GR/STOA SIB	ND04_3-19	YES	2005	2000s
URN_Post68	NDSW0348	NDSU	ND	2005	NDSW0348	Reeder//IDO560/9712	NDSW0348	YES	2005	2000s
URN_Post68	NDSW0350	NDSU	ND	2005	NDSW0350	ND622*3/Grandin//ND2891	NDSW0350	YES	2005	2000s
URN_Post68	SD3854	SDSU	SD	2005	SD3854	ND 2897/SD3219//SD3414	SD3854	YES	2005	2000s
URN_Post68	SD3868	SDSU	SD	2005	SD3868	ND 2897/SD3479//SD3411	SD3868	YES	2005	2000s
URN_Post68	SD3870	SDSU	SD	2005	SD3870	FHBCOMP	SD3870	YES	2005	2000s
URN_Post68	WA007957	WA	WA	2005	WA007957	Penawawa/Wilgoyne//ID377S	WA007957	YES	2005	2000s
URN_Post68	CA-904-741	West.Pl.Br.	PRIVATE	2005	WB-PIVOT	Express x Knudson	WB-PIVOT	YES	2005	2000s
URN_Post68	05MSP5	Trigen	PRIVATE	2006	05MSP5	Rubi/Prointa Real	05MSP5	YES	2006	2000s
URN_Post68	98S0051-1-14	Agripro	PRIVATE	2006	98S0051-1-14	 N87-0558/BERGEN//CHINA SCAB#7/N93-0338	98S0051-1-14	YES	2006	2000s
URN_Post68	98S0113-20-23	Agripro	PRIVATE	2006	98S0113-20-23	N97-0117/3/N92-0098//SUMAI3/DALEN	98S0113-20-23	YES	2006	2000s
URN_Post68	99S0362-21	Agripro	PRIVATE	2006	99S0362-21	N98-0292/3/HAMER//SUMAI3/DALEN	99S0362-21	YES	2006	2000s
URN_Post68	BW342	Canada	AAFC-CA	2006	BW342	AC Domain/McKenzie	BW342	YES	2006	2000s
URN_Post68	BW379	Canada	AAFC-CA	2006	BW379	95NPY-1253/BW 252	BW379	YES	2006	2000s
URN_Post68	BW864	Canada	AAFC-CA	2006	BW864	Alsen/BW252	BW864	YES	2006	2000s
URN_Post68	BZ901-543W	West.Pl.Br.	PRIVATE	2006	BZ901-543W	Tara/Pristine	BZ901-543W	YES	2006	2000s
URN_Post68	CA905-751	West.Pl.Br.	PRIVATE	2006	CA-905-751	Express x Knudson	CA-905-751	YES	2006	2000s
URN_Post68	MN02072-7	UMN	MN	2006	LCS-BREAKAWAY	MN97695/MN97518	LCS-BREAKAWAY	YES	2006	2000s
URN_Post68	MN02255	UMN	MN	2006	MN02255	ND721/MN97448	MN02255	YES	2006	2000s
URN_Post68	MN03306-1	UMN	MN	2006	MN03306-1	Oklee//Parshall/MN97518	MN03306-1	YES	2006	2000s
URN_Post68	NDSW0449	NDSU	ND	2006	MOTT	Ernest/ND622/Keene/*2/SD3310/SD3414	MOTT	YES	2006	2000s
URN_Post68	MT0415	MT	MT	2006	MT0415	MT9408/MT9406//REEDER	MT0415	YES	2006	2000s
URN_Post68	MT0416	MT	MT	2006	MT0416	REEDER//MT9410/MTRWA116	MT0416	YES	2006	2000s
URN_Post68	ND04_3_20	NDSU	ND	2006	ND04_3-20	SD3348/REEDER//ND721	ND04_3-20	YES	2006	2000s
URN_Post68	ND04_3_21	NDSU	ND	2006	ND04_3-21	ND2831//ND 741	ND04_3-21	YES	2006	2000s
URN_Post68	NDSW0430	NDSU	ND	2006	NDSW0430	ND674//Grandin/ND614/3/ND2831	NDSW0430	YES	2006	2000s
URN_Post68	NDSW0481	NDSU	ND	2006	NDSW0481	Argent//Ike/Bai Huo Mai	NDSW0481	YES	2006	2000s
URN_Post68	NE-108-46	NE	OTH	2006	NE-108-46	NA	NE-108-46	YES	2006	2000s
URN_Post68	NE-188-24	NE	OTH	2006	NE-188-24	NA	NE-188-24	YES	2006	2000s
URN_Post68	PT436	Canada	AAFC-CA	2006	PT436	BW259/BW278	PT436	YES	2006	2000s
URN_Post68	MN03358-4	USDA-MN	MN	2006	SABIN	MN98389/MN97518	SABIN	YES	2006	2000s
URN_Post68	CA905-752	West.Pl.Br.	PRIVATE	2006	SAMSON	Express x Knudson	SAMSON	YES	2006	2000s
URN_Post68	SD3943	SDSU	SD	2006	SD3943	SD3367/SD3623	SD3943	YES	2006	2000s
URN_Post68	SD3944	SDSU	SD	2006	SD3944	SD3367/SD3623	SD3944	YES	2006	2000s
URN_Post68	SD4001	SDSU	SD	2006	SD4001	FN1700-217/FN1500-074//N96-0144	SD4001	YES	2006	2000s
URN_Post68	CA902-704	West.Pl.Br.	PRIVATE	2006	VANTAGE	Keystone x Granite	VANTAGE	YES	2006	2000s
URN_Post68	WA007998	WA	WA	2006	WA007998	Tara*6/Glupro(3512-1 G)	WA007998	YES	2006	2000s
URN_Post68	00S0211-29-4	AgriPro	PRIVATE	2007	00S0211-29-4	Knudson//W99-194-1/N97-0100	00S0211-29-4	YES	2007	2000s
URN_Post68	00S0292-14	AgriPro	PRIVATE	2007	00S0292-14	N98-0286/98S0086-06	00S0292-14	YES	2007	2000s
URN_Post68	06MSP_3	West.Pl.Br.	PRIVATE	2007	06MSP3	BRS 177/Prointa Granar	06MSP3	YES	2007	2000s
URN_Post68	CA905-750	West.Pl.Br.	PRIVATE	2007	BLADE	Alsen/Knudson	BLADE	YES	2007	2000s
URN_Post68	CA905-749	West.Pl.Br.	PRIVATE	2007	BREAKER	Alsen/Knudson	BREAKER	YES	2007	2000s
URN_Post68	01S0042-10	Agripro	PRIVATE	2007	BRENNAN	Reeder/CHISCAB#140/N90-0060	BRENNAN	YES	2007	2000s
URN_Post68	BW873	Canada	AAFC-CA	2007	BW873	Alsen/Prodigy/AC Intrepid	BW873	YES	2007	2000s
URN_Post68	BZ903-513W	West.Pl.Br.	PRIVATE	2007	BZ903-513W	Reeder/Agawam	BZ903-513W	YES	2007	2000s
URN_Post68	ES95	Canada	AAFC-CA	2007	ES95	96E06*A8/94E13-D1B	ES95	YES	2007	2000s
URN_Post68	00S0291-3	AgriPro	PRIVATE	2007	JENNA	N98-0178/97S0212-08	JENNA	YES	2007	2000s
URN_Post68	06MSP_18	West.Pl.Br.	PRIVATE	2007	LCS-ALBANY	Alsen//B1021/Norm	LCS-ALBANY	YES	2007	2000s
URN_Post68	MN03119-4	UMN	MN	2007	MN03119-4	Alsen/Ulen	MN03119-4	YES	2007	2000s
URN_Post68	MN03308-4	UMN	MN	2007	MN03308-4	Oklee//Parshall/MN97518	MN03308-4	YES	2007	2000s
URN_Post68	MT0516	MT	MT	2007	MT0516	REEDER/MT9929	MT0516	YES	2007	2000s
URN_Post68	ND05_1_1	NDSU	ND	2007	ND05_1-1	ND2857/3/KITT/AMIDON//GR/STOA SIB	ND05_1-1	YES	2007	2000s
URN_Post68	ND05_1_2	NDSU	ND	2007	ND05_1-2	ND2831//PARSHALL/ND706/3/ND721	ND05_1-2	YES	2007	2000s
URN_Post68	NDSW0601	NDSU	ND	2007	NDSW0601	N97-0117//MT9420/3/971//IDO533/9747	NDSW0601	YES	2007	2000s
URN_Post68	NORDEN	UMN	MN	2007	NORDEN	Alsen//Parshall/MN97665	NORDEN	YES	2007	2000s
URN_Post68	SD3942	SDSU	SD	2007	SD3942	SD3367/SD3623	SD3942	YES	2007	2000s
URN_Post68	SD3956	SDSU	SD	2007	SD3956	SD3522/SD3634	SD3956	YES	2007	2000s
URN_Post68	SELECT	SDSU	SD	2007	SELECT	SD3367/FN1500_118	SELECT	YES	2007	2000s
URN_Post68	UNITY_VB	AAFC	AAFC-CA	2007	UNITY_VB	NA	UNITY_VB	YES	2007	2000s
URN_Post68	ND05_1_3	NDSU	ND	2007	VELVA	ND694/3/GR*2/RL4137//AMIDON 	VELVA	YES	2007	2000s
URN_Post68	WA008013	WA	WA	2007	WA008013	Tara 2002/Hollis	WA008013	YES	2007	2000s
URN_Post68	BW357	Canada	AAFC-CA	2007	WASKADA	BW 278/2*BW 252	WASKADA	YES	2007	2000s
URN_Post68	CA905-776	West.Pl.Br.	PRIVATE	2007	WB-LYN	Express/Knudson	WB-LYN	YES	2007	2000s
URN_Post68	01S0263_29	AgriPro	PRIVATE	2008	01S0263-29	Norpro/Kelby	01S0263-29	YES	2008	2000s
URN_Post68	01S0377_6	AgriPro	PRIVATE	2008	01S0377-6	Freyr/98S0167_09	01S0377-6	YES	2008	2000s
URN_Post68	CA_905_780	WestBred	PRIVATE	2008	BROGAN	Granite/Briggs	BROGAN	YES	2008	2000s
URN_Post68	BW365	AAFC-CRC	AAFC-CA	2008	BW365	McKenzie*3//BW174*2/Clark	BW365	YES	2008	2000s
URN_Post68	BW396	AAFC-CRC	AAFC-CA	2008	BW396	Augusta/HWAlpha//4*BW252	BW396	YES	2008	2000s
URN_Post68	BW415	AAFC-CRC	AAFC-CA	2008	BW415	A/HWA//*3ACBarrie/3/BW150*2//Tp/Tm/3/2*BW252/4/98A	BW415	YES	2008	2000s
URN_Post68	BW430	AAFC-CRC	AAFC-CA	2008	BW430	Alsen(ND716)/BW313(RL4979)	BW430	YES	2008	2000s
URN_Post68	BW897	AAFC-SPARC	AAFC-CA	2008	BW897	Prodigy/2*Alsen	BW897	YES	2008	2000s
URN_Post68	BZ901_717	WestBred	PRIVATE	2008	BZ901-717	Hank/McNeal	BZ901-717	YES	2008	2000s
URN_Post68	CA_907_824	WestBred	PRIVATE	2008	CA-907-824	(Alsen/Keystone)/(Granite/Knudson)	CA-907-824	YES	2008	2000s
URN_Post68	CA_907_834	WestBred	PRIVATE	2008	CA-907-834	Trooper/(Alsen/Keystone)	CA-907-834	YES	2008	2000s
URN_Post68	CA_907_835	WestBred	PRIVATE	2008	CA-907-835	Trooper/Polaris	CA-907-835	YES	2008	2000s
URN_Post68	ES101	AAFC-CRC	AAFC-CA	2008	ES101	ES12/ES9	ES101	YES	2008	2000s
URN_Post68	KELSE	WSU	WA	2008	KELSE	#N/A	KELSE	YES	2008	2000s
URN_Post68	MN03169_2_062	UMN	MN	2008	MN03169-2-062	Parshall/Ulen	MN03169-2-062	YES	2008	2000s
URN_Post68	MN05141_2	UMN	MN	2008	MN05141-2	MN99017_6/Ulen	MN05141-2	YES	2008	2000s
URN_Post68	MT0713	MSU	MT	2008	MT0713	CHOTEAU/REEDER	MT0713	YES	2008	2000s
URN_Post68	NDSW0501	NDSU	ND	2008	NDSW0501	Keene//Parshall/BW277	NDSW0501	YES	2008	2000s
URN_Post68	SD4024	SDSU	SD	2008	SD4024	SD3546/N99_0230	SD4024	YES	2008	2000s
URN_Post68	SD4027	SDSU	SD	2008	SD4027	SD3641/SD3722	SD4027	YES	2008	2000s
URN_Post68	SD4036	SDSU	SD	2008	SD4036	N99_0241/SD3641	SD4036	YES	2008	2000s
URN_Post68	SD4073	SDSU	SD	2008	SD4073	ND741/SD3623	SD4073	YES	2008	2000s
URN_Post68	01S0263_28	AgriPro	PRIVATE	2008	SY-SOREN	Norpro/Kelby	SY-SOREN	YES	2008	2000s
URN_Post68	01S0236_6	AgriPro	PRIVATE	2009	01S0236-6	Hanna/98S0086_13	01S0236-6	YES	2009	2000s
URN_Post68	02S0178_1	AgriPro	PRIVATE	2009	02S0178-1	Knudson/98S0018_06	02S0178-1	YES	2009	2000s
URN_Post68	BB34_CK_1_B_17	AAFC	AAFC-CA	2009	BB34-CK-1-B-17	00H01*F57/98B19*T99	BB34-CK-1-B-17	YES	2009	2000s
URN_Post68	BW914	AAFC	AAFC-CA	2009	BW914	PT421//BW226/Harvest	BW914	YES	2009	2000s
URN_Post68	BZ901_658_J	WestBred	PRIVATE	2009	BZ901-658-J	Granite/926	BZ901-658-J	YES	2009	2000s
URN_Post68	BZ901_678_G	WestBred	PRIVATE	2009	BZ901-678-G	Granite/936	BZ901-678-G	YES	2009	2000s
URN_Post68	CA908_801	WestBred	PRIVATE	2009	CA-908-801	Glenn/Trooper	CA-908-801	YES	2009	2000s
URN_Post68	CA905_781	WestBred	PRIVATE	2009	EDGE	Hank/Knudson	EDGE	YES	2009	2000s
URN_Post68	FALLER	NDSU	ND	2009	FALLER	#N/A	FALLER	YES	2009	2000s
URN_Post68	FOREFRONT	SDSU	SD	2009	FOREFRONT	FN1700_155/FN1500_074//SD3348	FOREFRONT	YES	2009	2000s
URN_Post68	LINKERT	UMN	MN	2009	LINKERT	#N/A	LINKERT	YES	2009	2000s
URN_Post68	MN06018	UMN	MN	2009	MN06018	MN97695_4/ALSEN	MN06018	YES	2009	2000s
URN_Post68	MO3_3_23	NDSU	ND	2009	MO3_3-23	ND2857/3/KITT/AMIDON//GR/STOASIB	MO3_3-23	YES	2009	2000s
URN_Post68	MO5_1_2	NDSU	ND	2009	MO5_1-2	ND694/3/GR*2/RL4137//Amidon	MO5_1-2	YES	2009	2000s
URN_Post68	MO5_1_3	NDSU	ND	2009	MO5_1-3	ND724/2*Reeder	MO5_1-3	YES	2009	2000s
URN_Post68	MO6-1-23	NDSU	ND	2009	MO6_1-23	ND2849/ND721	MO6_1-23	YES	2009	2000s
URN_Post68	MO6-1-24	NDSU	ND	2009	MO6_1-24	ND2831/GR(ND739_purif_rows)	MO6_1-24	YES	2009	2000s
URN_Post68	NDSW0612	NDSU	ND	2009	NDSW0612	N97_0117//MT9420/3/971//IDO533/9747	NDSW0612	YES	2009	2000s
URN_Post68	NDSW0701	NDSU	ND	2009	NDSW0701	Conan//MT9701/NDSW0243	NDSW0701	YES	2009	2000s
URN_Post68	NDSW0702	NDSU	ND	2009	NDSW0702	ENTRY241/MT9904	NDSW0702	YES	2009	2000s
URN_Post68	MN05214_3	UMN	MN	2009	ROLLAG	NA	ROLLAG	YES	2009	2000s
URN_Post68	SD4011	SDSU	SD	2009	SD4011	SD3367/SD3618	SD4011	YES	2009	2000s
URN_Post68	SD4076	SDSU	SD	2009	SD4076	SD3546/SD3722	SD4076	YES	2009	2000s
URN_Post68	SD4112	SDSU	SD	2009	SD4112	ND749/FHBC02_6	SD4112	YES	2009	2000s
URN_Post68	BZ903_504	WestBred	PRIVATE	2009	WB-DIGGER	Reeder/Zeke	WB-DIGGER	YES	2009	2000s
URN_Post68	CA907_827	WestBred	PRIVATE	2009	WB-MAYVILLE	Polaris/Trooper	WB-MAYVILLE	YES	2009	2000s
URN_Post68	02S0091_9	Syngenta	PRIVATE	2010	02S0091-9	98S0031_02/08S0018_06	02S0091-9	YES	2010	2010s
URN_Post68	02S0170_3	Syngenta	PRIVATE	2010	02S0170-3	Alsen/99S0362_21	02S0170-3	YES	2010	2010s
URN_Post68	03S0119_12	Syngenta	PRIVATE	2010	03S0119-12	99S0350_8/N98_0286	03S0119-12	YES	2010	2010s
URN_Post68	03S0352_22	Syngenta	PRIVATE	2010	03S0352-22	00S0315_11/Knudson	03S0352-22	YES	2010	2010s
URN_Post68	09FSP3	Trigen	PRIVATE	2010	09FSP3	Albanysib1	09FSP3	YES	2010	2010s
URN_Post68	ADVANCE	SDSU	SD	2010	ADVANCE	#N/A	ADVANCE	YES	2010	2010s
URN_Post68	BW427	AAFC-CRC	AAFC-CA	2010	BW427	BW252/98B19*J191	BW427	YES	2010	2010s
URN_Post68	BW431	AAFC-CRC	AAFC-CA	2010	BW431	00H01*F57/98B19*T99	BW431	YES	2010	2010s
URN_Post68	BW928	AAFC-SPARC	AAFC-CA	2010	BW928	BW799/ND721//Alsen	BW928	YES	2010	2010s
URN_Post68	DUCLAIR	MSU	MT	2010	DUCLAIR	#N/A	DUCLAIR	YES	2010	2010s
URN_Post68	09FSP18	Trigen	PRIVATE	2010	LCS-POWERPLAY	BuckAntorcha/Norm//Granger	LCS-POWERPLAY	YES	2010	2010s
URN_Post68	MN06075-4	UMN	MN	2010	MN06075-4	MN99017_6/MN97695_Lr52	MN06075-4	YES	2010	2010s
URN_Post68	MT0827	MSU	MT	2010	MT0827	Choteau/MT0249	MT0827	YES	2010	2010s
URN_Post68	MT0852	MSU	MT	2010	MT0852	MT0249/Choteau	MT0852	YES	2010	2010s
URN_Post68	03S0253_7	Syngenta	PRIVATE	2010	SY-ROWYN	00S0323_7/99S0051_3_1	SY-ROWYN	YES	2010	2010s
URN_Post68	MN07098-6	UMN	MN	2010	WB9209	SD3696/Ulensel	WB9209	YES	2010	2010s
URN_Post68	MN08165-8	UMN	MN	2011	BOLLES	NA	BOLLES	YES	2011	2010s
URN_Post68	MN07199-6	UMN	MN	2011	MN07199-6	NA	MN07199-6	YES	2011	2010s
URN_Post68	MN08032-8	UMN	MN	2011	MN08032-8	NA	MN08032-8	YES	2011	2010s
URN_Post68	MN08105-7	UMN	MN	2011	MN08105-7	NA	MN08105-7	YES	2011	2010s
URN_Post68	MO6-1-25	NDSU	ND	2011	MO6-1-25	NA	MO6-1-25	YES	2011	2010s
URN_Post68	MO9-3-4	NDSU	MT	2011	MO9-3-4	NA	MO9-3-4	YES	2011	2010s
URN_Post68	PREVAIL	SDSU	SD	2011	PREVAIL	SD3720/MN98389_A	PREVAIL	YES	2011	2010s
URN_Post68	SD4165	SDSU	SD	2011	SD4165	NA	SD4165	YES	2011	2010s
URN_Post68	SD4189	SDSU	SD	2011	SD4189	NA	SD4189	YES	2011	2010s
URN_Post68	SD4199	SDSU	SD	2011	SD4199	NA	SD4199	YES	2011	2010s
URN_Post68	SD4213	SDSU	SD	2011	SD4213	NA	SD4213	YES	2011	2010s
URN_Post68	SD4215	SDSU	SD	2011	SD4215	NA	SD4215	YES	2011	2010s
URN_Post68	MN09028-1	UMN	MN	2012	MN09028-1	NA	MN09028-1	YES	2012	2010s
URN_Post68	MN09186	UMN	MN	2012	MN09186	NA	MN09186	YES	2012	2010s
